actividad,campo,lote,zona,estadio,servicio,fechaTeorica,mes,tipoInsumo,insumo,unidadMedida,ordenTrabajo,contratista,fechaReal,dosisTeoricas,hectareasTeoricas,dosisReales,hectareasReales,totalAplicado,estado,facturada,fechaFacturacion,responsable,precioUnitario,costoLabor,costoInsumo,empresa,cultivo,categoria,insumoServicio,tipoInsumoServicio,fecha,unidadesDosis,total,socio,puntoStock,numeroOrdenTrabajo,referencia,cateogria_Hacienda,agrupadorCategoriaHacienda,rodeoHacienda,tipoHacienda,cantidadAnimales,negocioHacienda,hsPersonal,hsMaquinarias,iD_IT_Orden_Trabajo,personal,referenciaAsiento,campania,tercero,cantidadResultado,observaciones,descripcion,recursosPersonal,recursosMaquinaria,tipoItem,toneladas,tarifaCatac,cultivoTercero,velocidadAplicacion,velocidadViento,estadoClima,caudal
ARROZ,LA TERESA,.43,CENTRO,Preparacion de Suelo,1° Disco,2026-04-12T00:00:00,4,,,,3255,Cedrela S.A,2026-04-24T00:00:00,1,67,1,67,67,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,33,2211,0,Desarrollo del Sur SA,LA TERESA .43 ARROZ 26/27,Servicio,1° Disco,PREPARACION DE SUELO,2026-04-24T00:00:00,67,2211,,,,2026 - OT - 3255,,,,,0,,0,0,91947,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,148A,CENTRO,Preparacion de Suelo,1° Disco,2026-04-12T00:00:00,4,,,,3256,Cedrela S.A,2026-04-24T00:00:00,1,12.79,1,12.79,12.79,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,33,422.07,0,Desarrollo del Sur SA,LA TERESA 148 ARROZ 26/27,Servicio,1° Disco,PREPARACION DE SUELO,2026-04-24T00:00:00,12.79,422.07,,,,2026 - OT - 3256,,,,,0,,0,0,91948,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,.27D,CENTRO,Preparacion de Suelo,1° Disco,2026-04-12T00:00:00,4,,,,3257,Cedrela S.A,2026-04-24T00:00:00,1,21.94,1,21.94,21.94,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,33,724.02,0,Desarrollo del Sur SA,LA TERESA .27D ARROZ 26/27,Servicio,1° Disco,PREPARACION DE SUELO,2026-04-24T00:00:00,21.94,724.02,,,,2026 - OT - 3257,,,,,0,,0,0,91949,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,.27H,CENTRO,Preparacion de Suelo,1° Disco,2026-04-12T00:00:00,4,,,,3258,Cedrela S.A,2026-04-24T00:00:00,1,6.45,1,6.45,6.45,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,33,212.85,0,Desarrollo del Sur SA,LA TERESA .27H ARROZ 26/27,Servicio,1° Disco,PREPARACION DE SUELO,2026-04-24T00:00:00,6.45,212.85,,,,2026 - OT - 3258,,,,,0,,0,0,91950,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
PARCELA ARROZ,LA TERESA,PARCELA ARROZ,CENTRO,Preparacion de Suelo,Corte de camino retro excavadora x Hs,2026-04-12T00:00:00,4,,,Horas,3259,Cedrela S.A,2026-04-26T00:00:00,1000,0.01,1000,0.01,10,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,71.4269,714.269,0,Desarrollo del Sur SA,LA TERESA PARCELA ARROZ 26/27,Servicio,Corte de camino retro excavadora x Hs,CUIDADOS,2026-04-26T00:00:00,10,714.269,,,,2026 - OT - 3259,,,,,0,,0,0,91951,,,26/27,,0,Drenaje de Parcelas cambuchi nuevo. OT OK,,,,Labor Tercero,0,0,,0,0,,0
PARCELA ARROZ,LA TERESA,PARCELA ARROZ,CENTRO,Preparacion de Suelo,Corte de pasada retropala x Hs,2026-04-12T00:00:00,4,,,Horas,3260,Cedrela S.A,2026-04-26T00:00:00,880,0.01,880,0.01,8.8,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,43.6498,384.1182,0,Desarrollo del Sur SA,LA TERESA PARCELA ARROZ 26/27,Servicio,Corte de pasada retropala x Hs,CUIDADOS,2026-04-26T00:00:00,8.8,384.1182,,,,2026 - OT - 3260,,,,,0,,0,0,91952,,,26/27,,0,Puesto kue OT OK,,,,Labor Tercero,0,0,,0,0,,0
SORGO,LA TERESA,.78A,CENTRO,Preparacion de Suelo,1° Disco,2026-04-11T00:00:00,4,,,,3222,Agro Continental S.A.,2026-04-25T00:00:00,1,7.64,1,7.64,7.64,Confirmado,SI,2026-06-01T00:00:00,RAFAEL HEISECKE,33,252.12,0,Desarrollo del Sur SA,LA TERESA .78A SORGO 26/27,Servicio,1° Disco,PREPARACION DE SUELO,2026-04-25T00:00:00,7.64,252.12,,,,2026 - OT - 3222,,,,,0,,0,0,91913,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
SORGO,LA TERESA,.77A,CENTRO,Preparacion de Suelo,1° Disco,2026-04-11T00:00:00,4,,,,3223,Agro Continental S.A.,2026-04-25T00:00:00,1,20.9,1,20.9,20.9,Confirmado,SI,2026-06-01T00:00:00,RAFAEL HEISECKE,33,689.7,0,Desarrollo del Sur SA,LA TERESA .77A SORGO 26/27,Servicio,1° Disco,PREPARACION DE SUELO,2026-04-25T00:00:00,20.9,689.7,,,,2026 - OT - 3223,,,,,0,,0,0,91914,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,.42,CENTRO,Preparacion de Suelo,1° Disco,2026-04-11T00:00:00,4,,,,3225,Cedrela S.A,2026-04-24T00:00:00,1,50.5,1,50.5,50.5,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,33,1666.5,0,Desarrollo del Sur SA,LA TERESA .42 ARROZ 26/27,Servicio,1° Disco,PREPARACION DE SUELO,2026-04-24T00:00:00,50.5,1666.5,,,,2026 - OT - 3225,,,,,0,,0,0,91916,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,Logistica tractor x Hs,2026-04-11T00:00:00,4,,,Horas,3246,Agro Continental S.A.,2026-04-25T00:00:00,1950,0.01,1950,0.01,19.5,Confirmado,SI,2026-06-01T00:00:00,RAFAEL HEISECKE,25.3962,495.2259,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Logistica tractor x Hs,OPERATIVOS,2026-04-25T00:00:00,19.5,495.2259,,,,2026 - OT - 3246,,,,,0,,0,0,91938,,,26/27,,0,Desalijo de karanda'y para puente. OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,.27D,CENTRO,Preparacion de Suelo,Pasada retro excavadora x Hs,2026-04-11T00:00:00,4,,,Horas,3249,Cedrela S.A,2026-04-26T00:00:00,0.0985,21.94,0.0985,21.94,2.16,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,71.4269,154.2821,0,Desarrollo del Sur SA,LA TERESA .27D ARROZ 26/27,Servicio,Pasada retro excavadora x Hs,PREPARACION DE SUELO,2026-04-26T00:00:00,2.16,154.2821,,,,2026 - OT - 3249,,,,,0,,0,0,91941,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,.27C,CENTRO,Preparacion de Suelo,Pasada retro excavadora x Hs,2026-04-11T00:00:00,4,,,Horas,3250,Cedrela S.A,2026-04-26T00:00:00,0.0533,25.15,0.0533,25.15,1.34,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,71.4269,95.712,0,Desarrollo del Sur SA,LA TERESA .27C ARROZ 26/27,Servicio,Pasada retro excavadora x Hs,PREPARACION DE SUELO,2026-04-26T00:00:00,1.34,95.712,,,,2026 - OT - 3250,,,,,0,,0,0,91942,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,.27F,CENTRO,Preparacion de Suelo,1° Disco,2026-04-10T00:00:00,4,,,,3208,Agro Continental S.A.,2026-05-04T00:00:00,1,8.6,1,8.6,8.6,Confirmado,SI,2026-06-01T00:00:00,RAFAEL HEISECKE,33,283.8,0,Desarrollo del Sur SA,LA TERESA .27F ARROZ 26/27,Servicio,1° Disco,PREPARACION DE SUELO,2026-05-04T00:00:00,8.6,283.8,,,,2026 - OT - 3208,,,,,0,,0,0,91897,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Mantenimientos de infraestructura,Arreglo de camino tractor x Hs,2026-04-09T00:00:00,4,,,Horas,3169,Agro Continental S.A.,2026-05-04T00:00:00,6720,0.01,6720,0.01,67.2,Confirmado,SI,2026-06-01T00:00:00,RAFAEL HEISECKE,33.4366,2246.9395,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Arreglo de camino tractor x Hs,OPERATIVOS,2026-05-04T00:00:00,67.2,2246.9395,,,,2026 - OT - 3169,,,,,0,,0,0,96408,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,Corte de camino retro excavadora x Hs,2026-04-08T00:00:00,4,,,Horas,3165,Cedrela S.A,2026-04-26T00:00:00,790,0.01,790,0.01,7.9,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,71.4269,564.2725,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Corte de camino retro excavadora x Hs,CUIDADOS,2026-04-26T00:00:00,7.9,564.2725,,,,2026 - OT - 3165,,,,,0,,0,0,91644,,,26/27,,0,Corte de muro desague reservorio principal OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,.26C/D,CENTRO,Preparacion de Suelo,Pasada retro excavadora x Hs,2026-04-07T00:00:00,4,,,Horas,3150,Cedrela S.A,2026-04-26T00:00:00,0.0393,37.36,0.0393,37.36,1.47,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,71.4269,104.9975,0,Desarrollo del Sur SA,LA TERESA .26C/D ARROZ 26/27,Servicio,Pasada retro excavadora x Hs,CUIDADOS,2026-04-26T00:00:00,1.47,104.9975,,,,2026 - OT - 3150,,,,,0,,0,0,90761,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,.27A,CENTRO,Preparacion de Suelo,Pasada retro excavadora x Hs,2026-04-07T00:00:00,4,,,Horas,3151,Cedrela S.A,2026-04-26T00:00:00,0.0918,20.15,0.0918,20.15,1.85,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,71.4269,132.1398,0,Desarrollo del Sur SA,LA TERESA .27A ARROZ 26/27,Servicio,Pasada retro excavadora x Hs,CUIDADOS,2026-04-26T00:00:00,1.85,132.1398,,,,2026 - OT - 3151,,,,,0,,0,0,90762,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,.26F,CENTRO,Preparacion de Suelo,1° Disco,2026-04-07T00:00:00,4,,,,3152,Cedrela S.A,2026-04-28T00:00:00,1,7.73,1,7.73,7.73,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,33,255.09,0,Desarrollo del Sur SA,LA TERESA .26F ARROZ 26/27,Servicio,1° Disco,PREPARACION DE SUELO,2026-04-28T00:00:00,7.73,255.09,,,,2026 - OT - 3152,,,,,0,,0,0,90763,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,.26E,CENTRO,Preparacion de Suelo,1° Disco,2026-04-07T00:00:00,4,,,,3153,Cedrela S.A,2026-04-24T00:00:00,1,7.76,1,7.76,7.76,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,33,256.08,0,Desarrollo del Sur SA,LA TERESA .26E ARROZ 26/27,Servicio,1° Disco,PREPARACION DE SUELO,2026-04-24T00:00:00,7.76,256.08,,,,2026 - OT - 3153,,,,,0,,0,0,90764,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,.26C/D,CENTRO,Preparacion de Suelo,1° Disco,2026-04-07T00:00:00,4,,,,3154,Cedrela S.A,2026-04-24T00:00:00,1,37.36,1,37.36,37.36,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,33,1232.88,0,Desarrollo del Sur SA,LA TERESA .26C/D ARROZ 26/27,Servicio,1° Disco,PREPARACION DE SUELO,2026-04-24T00:00:00,37.36,1232.88,,,,2026 - OT - 3154,,,,,0,,0,0,90765,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,.27E,CENTRO,Preparacion de Suelo,1° Disco,2026-04-07T00:00:00,4,,,,3155,Cedrela S.A,2026-04-24T00:00:00,1,11.57,1,11.57,11.57,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,33,381.81,0,Desarrollo del Sur SA,LA TERESA .27E ARROZ 26/27,Servicio,1° Disco,PREPARACION DE SUELO,2026-04-24T00:00:00,11.57,381.81,,,,2026 - OT - 3155,,,,,0,,0,0,90766,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,.27A,CENTRO,Preparacion de Suelo,1° Disco,2026-04-07T00:00:00,4,,,,3156,Cedrela S.A,2026-04-24T00:00:00,1,20.15,1,20.15,20.15,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,33,664.95,0,Desarrollo del Sur SA,LA TERESA .27A ARROZ 26/27,Servicio,1° Disco,PREPARACION DE SUELO,2026-04-24T00:00:00,20.15,664.95,,,,2026 - OT - 3156,,,,,0,,0,0,90767,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,.29E,CENTRO,Preparacion de Suelo,1° Disco,2026-04-07T00:00:00,4,,,,3159,Cedrela S.A,2026-04-24T00:00:00,1,10.79,1,10.79,10.79,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,33,356.07,0,Desarrollo del Sur SA,LA TERESA .29E ARROZ 26/27,Servicio,1° Disco,PREPARACION DE SUELO,2026-04-24T00:00:00,10.79,356.07,,,,2026 - OT - 3159,,,,,0,,0,0,90771,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,.29D,CENTRO,Preparacion de Suelo,1° Disco,2026-04-07T00:00:00,4,,,,3160,Cedrela S.A,2026-04-24T00:00:00,1,24.83,1,24.83,24.83,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,33,819.39,0,Desarrollo del Sur SA,LA TERESA .29D ARROZ 26/27,Servicio,1° Disco,PREPARACION DE SUELO,2026-04-24T00:00:00,24.83,819.39,,,,2026 - OT - 3160,,,,,0,,0,0,90772,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,.29C,CENTRO,Preparacion de Suelo,1° Disco,2026-04-07T00:00:00,4,,,,3161,Cedrela S.A,2026-04-24T00:00:00,1,26.26,1,26.26,26.26,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,33,866.58,0,Desarrollo del Sur SA,LA TERESA .29C ARROZ 26/27,Servicio,1° Disco,PREPARACION DE SUELO,2026-04-24T00:00:00,26.26,866.58,,,,2026 - OT - 3161,,,,,0,,0,0,90773,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,.29B,CENTRO,Preparacion de Suelo,1° Disco,2026-04-07T00:00:00,4,,,,3162,Cedrela S.A,2026-04-24T00:00:00,1,7.51,1,7.51,7.51,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,33,247.83,0,Desarrollo del Sur SA,LA TERESA .29B ARROZ 26/27,Servicio,1° Disco,PREPARACION DE SUELO,2026-04-24T00:00:00,7.51,247.83,,,,2026 - OT - 3162,,,,,0,,0,0,90774,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,.29A,CENTRO,Preparacion de Suelo,1° Disco,2026-04-07T00:00:00,4,,,,3163,Cedrela S.A,2026-04-24T00:00:00,1,6.54,1,6.54,6.54,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,33,215.82,0,Desarrollo del Sur SA,LA TERESA .29A ARROZ 26/27,Servicio,1° Disco,PREPARACION DE SUELO,2026-04-24T00:00:00,6.54,215.82,,,,2026 - OT - 3163,,,,,0,,0,0,90775,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,.27B,CENTRO,Preparacion de Suelo,1° Disco,2026-04-06T00:00:00,4,,,,3071,Agro Continental S.A.,2026-05-04T00:00:00,1,24.13,1,24.13,24.13,Confirmado,SI,2026-06-01T00:00:00,RAFAEL HEISECKE,33,796.29,0,Desarrollo del Sur SA,LA TERESA .27B ARROZ 26/27,Servicio,1° Disco,PREPARACION DE SUELO,2026-05-04T00:00:00,24.13,796.29,,,,2026 - OT - 3071,,,,,0,,0,0,90568,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Preparacion de Suelo,,2026-04-06T00:00:00,4,COMBUSTIBLES,GASOIL,Litros,3087,,2026-04-06T00:00:00,7100,0.01,7100,0.01,71,Confirmado,NO,,RAFAEL HEISECKE,1.4334,0,101.7714,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-04-06T00:00:00,71,101.7714,,SURTIDOR CENTRAL,0044553,2026 - OT - 3087,,,,,0,,0,0,90600,Fariña Edilson,2026 - STK - 7631,26/27,,0,"Limpieza de valos - Sany Neumático
Lote operativo porque abarca mas de un cultivo.",,,,Insumo,0,0,,0,0,,0
ARROZ,LA TERESA,204,CENTRO,Preparacion de Suelo,2° Disco,2026-04-06T00:00:00,4,,,,3108,Cedrela S.A,2026-04-25T00:00:00,1,78.18,1,78.18,78.18,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,33,2579.94,0,Desarrollo del Sur SA,LA TERESA 204 ARROZ 26/27,Servicio,2° Disco,PREPARACION DE SUELO,2026-04-25T00:00:00,78.18,2579.94,,,,2026 - OT - 3108,,,,,0,,0,0,90669,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,.39C,CENTRO,Preparacion de Suelo,Corte de tranca retro excavadora x Hs,2026-04-05T00:00:00,4,,,Horas,3041,Cedrela S.A,2026-04-26T00:00:00,0.2697,32.7,0.2697,32.7,8.82,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,71.4269,629.9853,0,Desarrollo del Sur SA,LA TERESA .39C ARROZ 26/27,Servicio,Corte de tranca retro excavadora x Hs,CUIDADOS,2026-04-26T00:00:00,8.82,629.9853,,,,2026 - OT - 3041,,,,,0,,0,0,90492,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,200,CENTRO,Preparacion de Suelo,1° Plaina,2026-04-05T00:00:00,4,,,,3042,Cedrela S.A,2026-05-02T00:00:00,1,26.27,1,26.27,26.27,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,33,866.91,0,Desarrollo del Sur SA,LA TERESA 200 ARROZ 26/27,Servicio,1° Plaina,PREPARACION DE SUELO,2026-05-02T00:00:00,26.27,866.91,,,,2026 - OT - 3042,,,,,0,,0,0,90493,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,205D,CENTRO,Preparacion de Suelo,1° Plaina,2026-04-05T00:00:00,4,,,,3053,Cedrela S.A,2026-05-02T00:00:00,1,17.78,1,17.78,17.78,Confirmado,SI,2026-05-11T00:00:00,RAFAEL HEISECKE,33,586.74,0,Desarrollo del Sur SA,LA TERESA 205D ARROZ 26/27,Servicio,1° Plaina,PREPARACION DE SUELO,2026-05-02T00:00:00,17.78,586.74,,,,2026 - OT - 3053,,,,,0,,0,0,90504,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Preparacion de Suelo,,2026-04-04T00:00:00,4,COMBUSTIBLES,GASOIL,Litros,3057,,2026-04-04T00:00:00,9275,0.01,9275,0.01,92.75,Confirmado,NO,,RAFAEL HEISECKE,1.4334,0,132.9479,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-04-04T00:00:00,92.75,132.9479,,SURTIDOR CENTRAL,0044521,2026 - OT - 3057,,,,,0,,0,0,90536,Fariña Edilson,2026 - STK - 7520,26/27,,0,"Limpieza de Valo  - Sany Neumática 
Lote se agrega en Operativo ya que abarca mas de un cultivo.",,,,Insumo,0,0,,0,0,,0
SORGO,LA TERESA,.77B,CENTRO,Preparacion de Suelo,1° Plaina,2026-04-01T00:00:00,4,,,,3012,Agro Continental S.A.,2026-04-25T00:00:00,1,16.3,1,16.3,16.3,Confirmado,SI,2026-06-01T00:00:00,RAFAEL HEISECKE,33,537.9,0,Desarrollo del Sur SA,LA TERESA .77B SORGO 26/27,Servicio,1° Plaina,PREPARACION DE SUELO,2026-04-25T00:00:00,16.3,537.9,,,,2026 - OT - 3012,,,,,0,,0,0,86166,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,Logistica tractor x Hs,2026-04-01T00:00:00,4,,,Horas,3015,Agro Continental S.A.,2026-04-25T00:00:00,330,0.01,330,0.01,3.3,Confirmado,SI,2026-06-01T00:00:00,RAFAEL HEISECKE,25.3962,83.8075,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Logistica tractor x Hs,OPERATIVOS,2026-04-25T00:00:00,3.3,83.8075,,,,2026 - OT - 3015,,,,,0,,0,0,86169,,,26/27,,0,Transporte de contenedor para camino de llano OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,151,CENTRO,Preparacion de Suelo,,2026-04-01T00:00:00,4,COMBUSTIBLES,GASOIL,Litros,3016,,2026-04-01T00:00:00,0.644,29.27,0.644,29.27,18.85,Confirmado,NO,,RAFAEL HEISECKE,1.4259,0,26.8782,Desarrollo del Sur SA,LA TERESA 151 ARROZ 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-04-01T00:00:00,18.85,26.8782,,SURTIDOR CENTRAL,0044501,2026 - OT - 3016,,,,,0,,0,0,86170,Diosnel Martinez,2026 - STK - 7480,26/27,,0,"Valeteada P151,146a,145a,144a - Tr 07 AC",,,,Insumo,0,0,,0,0,,0
ARROZ,LA TERESA,146A,CENTRO,Preparacion de Suelo,,2026-04-01T00:00:00,4,COMBUSTIBLES,GASOIL,Litros,3016,,2026-04-01T00:00:00,1.0189,18.5,1.0189,18.5,18.85,Confirmado,NO,,RAFAEL HEISECKE,1.4259,0,26.8782,Desarrollo del Sur SA,LA TERESA 146A ARROZ 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-04-01T00:00:00,18.85,26.8782,,SURTIDOR CENTRAL,0044501,2026 - OT - 3016,,,,,0,,0,0,86171,Diosnel Martinez,2026 - STK - 7481,26/27,,0,"Valeteada P151,146a,145a,144a - Tr 07 AC",,,,Insumo,0,0,,0,0,,0
ARROZ,LA TERESA,145A,CENTRO,Preparacion de Suelo,,2026-04-01T00:00:00,4,COMBUSTIBLES,GASOIL,Litros,3016,,2026-04-01T00:00:00,1.1708,16.1,1.1708,16.1,18.85,Confirmado,NO,,RAFAEL HEISECKE,1.4259,0,26.8782,Desarrollo del Sur SA,LA TERESA 145A ARROZ 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-04-01T00:00:00,18.85,26.8782,,SURTIDOR CENTRAL,0044501,2026 - OT - 3016,,,,,0,,0,0,86172,Diosnel Martinez,2026 - STK - 7482,26/27,,0,"Valeteada P151,146a,145a,144a - Tr 07 AC",,,,Insumo,0,0,,0,0,,0
ARROZ,LA TERESA,144A,CENTRO,Preparacion de Suelo,,2026-04-01T00:00:00,4,COMBUSTIBLES,GASOIL,Litros,3016,,2026-04-01T00:00:00,1.359,13.87,1.359,13.87,18.85,Confirmado,NO,,RAFAEL HEISECKE,1.4259,0,26.8782,Desarrollo del Sur SA,LA TERESA 144A ARROZ 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-04-01T00:00:00,18.85,26.8782,,SURTIDOR CENTRAL,0044501,2026 - OT - 3016,,,,,0,,0,0,86173,Diosnel Martinez,2026 - STK - 7483,26/27,,0,"Valeteada P151,146a,145a,144a - Tr 07 AC",,,,Insumo,0,0,,0,0,,0
COBERTURA,LA TERESA,.70,CENTRO,Preparacion de Suelo,,2026-04-01T00:00:00,4,COMBUSTIBLES,GASOIL,Litros,3017,,2026-04-01T00:00:00,2.6442,38.65,2.6442,38.65,102.2,Confirmado,NO,,RAFAEL HEISECKE,1.4259,0,145.727,Desarrollo del Sur SA,LA TERESA .70 COBERTURA 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-04-01T00:00:00,102.2,145.727,,SURTIDOR CENTRAL,0044502,2026 - OT - 3017,,,,,0,,0,0,86174,Ricardo Roman,2026 - STK - 7484,26/27,,0,Rolo faca P74 y P70 - Tr 04 AC,,,,Insumo,0,0,,0,0,,0
COBERTURA,LA TERESA,.74A,CENTRO,Preparacion de Suelo,,2026-04-01T00:00:00,4,COMBUSTIBLES,GASOIL,Litros,3017,,2026-04-01T00:00:00,2.6125,39.12,2.6125,39.12,102.2,Confirmado,NO,,RAFAEL HEISECKE,1.4259,0,145.727,Desarrollo del Sur SA,LA TERESA .74A COBERTURA 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-04-01T00:00:00,102.2,145.727,,SURTIDOR CENTRAL,0044502,2026 - OT - 3017,,,,,0,,0,0,86175,Ricardo Roman,2026 - STK - 7485,26/27,,0,Rolo faca P74 y P70 - Tr 04 AC,,,,Insumo,0,0,,0,0,,0
COBERTURA,LA TERESA,.74A,CENTRO,Preparacion de Suelo,,2026-04-01T00:00:00,4,COMBUSTIBLES,GASOIL,Litros,3019,,2026-04-01T00:00:00,0.8269,39.12,0.8269,39.12,32.35,Confirmado,NO,,RAFAEL HEISECKE,1.4259,0,46.1279,Desarrollo del Sur SA,LA TERESA .74A COBERTURA 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-04-01T00:00:00,32.35,46.1279,,SURTIDOR CENTRAL,0044508,2026 - OT - 3019,,,,,0,,0,0,86177,Ricardo Roman,2026 - STK - 7491,26/27,,0,Rolo faca P74a- Tr 04 AC,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-04-01T00:00:00,4,COMBUSTIBLES,GASOIL,Litros,3020,,2026-04-01T00:00:00,2148,0.01,2148,0.01,21.48,Confirmado,NO,,RAFAEL HEISECKE,1.4259,0,30.6283,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-04-01T00:00:00,21.48,30.6283,,SURTIDOR CENTRAL,0044511,2026 - OT - 3020,,,,,0,,0,0,86178,Diosnel Martinez,2026 - STK - 7493,26/27,,0,Traslado de contenedor del taller a camino a llano - Tr 07 AC,,,,Insumo,0,0,,0,0,,0
